Crop,county,state,fips,2014_Yield,2018_Yield,yieldChange
CORN,ST LAWRENCE,NY,36089,139.9,145.8,5.9
CORN,SARATOGA,NY,36091,141,198.1,57.1
CORN,SCHUYLER,NY,36097,145.5,183.9,38.4
CORN,STEUBEN,NY,36101,130.8,190,59.2
CORN,TIOGA,NY,36107,141.1,146.7,5.6
CORN,ULSTER,NY,36111,153.3,179.9,26.6
CORN,WAYNE,NY,36117,151,179.5,28.5
CORN,YATES,NY,36123,168.3,150,-18.3
CORN,OTHER (COMBINED) COUNTIES,NY,36998,819.8,163.3,-656.5
CORN,ALEXANDER,NC,37003,139.4,174.8,35.4
CORN,ANSON,NC,37007,123,153.3,30.3
CORN,BEAUFORT,NC,37013,136.1,164.8,28.7
CORN,BERTIE,NC,37015,128.7,129,0.3
CORN,BLADEN,NC,37017,112.1,195.1,83
CORN,BRUNSWICK,NC,37019,107.6,183.7,76.1
CORN,BUNCOMBE,NC,37021,170,198.8,28.8
CORN,BURKE,NC,37023,100.5,158,57.5
CORN,CABARRUS,NC,37025,137,209.7,72.7
CORN,CALDWELL,NC,37027,145,174,29
CORN,CAMDEN,NC,37029,184.8,140,-44.8
CORN,CATAWBA,NC,37035,131.4,208.6,77.2
CORN,CHATHAM,NC,37037,102.9,200,97.1
CORN,CHEROKEE,NC,37039,210.2,177.4,-32.8
CORN,CHOWAN,NC,37041,129.6,152,22.4
CORN,CLEVELAND,NC,37045,107.6,178.6,71
CORN,COLUMBUS,NC,37047,121.4,165,43.6
CORN,CRAVEN,NC,37049,149.1,178,28.9
CORN,CUMBERLAND,NC,37051,100,170,70
CORN,CURRITUCK,NC,37053,153.7,188,34.3
CORN,DAVIDSON,NC,37057,109.7,180,70.3
CORN,DAVIE,NC,37059,114.3,155.6,41.3
CORN,DUPLIN,NC,37061,131.9,201,69.1
CORN,EDGECOMBE,NC,37065,128.9,198,69.1
CORN,GATES,NC,37073,158.5,185.7,27.2
CORN,GREENE,NC,37079,151.1,181,29.9
CORN,GUILFORD,NC,37081,78.1,170,91.9
CORN,HALIFAX,NC,37083,126.2,180.4,54.2
CORN,HENDERSON,NC,37089,168.4,202.9,34.5
CORN,HERTFORD,NC,37091,147.4,151,3.6
CORN,HOKE,NC,37093,116.4,176,59.6
CORN,IREDELL,NC,37097,128,143.8,15.8
CORN,JOHNSTON,NC,37101,133,192.1,59.1
CORN,JONES,NC,37103,156,196.2,40.2
CORN,LENOIR,NC,37107,149.7,192.8,43.1
CORN,LINCOLN,NC,37109,113.8,147.9,34.1
CORN,MCDOWELL,NC,37111,111.5,166.2,54.7
CORN,MACON,NC,37113,167.9,182,14.1
CORN,MARTIN,NC,37117,113.1,176.9,63.8
CORN,MOORE,NC,37125,78.3,182.8,104.5
CORN,NORTHAMPTON,NC,37131,129.8,631.4,501.6
CORN,ONSLOW,NC,37133,130.6,70.3,-60.3
CORN,ORANGE,NC,37135,97.7,80,-17.7
CORN,PAMLICO,NC,37137,147.5,112.7,-34.8
CORN,PASQUOTANK,NC,37139,174,115,-59
CORN,PERQUIMANS,NC,37143,151.1,89.5,-61.6
CORN,PERSON,NC,37145,107,76.1,-30.9
CORN,PITT,NC,37147,126.9,81.6,-45.3
CORN,RANDOLPH,NC,37151,94.3,114.4,20.1
CORN,ROCKINGHAM,NC,37157,95,78.7,-16.3
CORN,ROWAN,NC,37159,114.8,171,56.2
CORN,RUTHERFORD,NC,37161,103.6,117.9,14.3
CORN,SCOTLAND,NC,37165,110.8,64.2,-46.6
CORN,STANLY,NC,37167,131.7,120.5,-11.2
CORN,SURRY,NC,37171,151.6,764.5,612.9
CORN,TYRRELL,NC,37177,143,112.6,-30.4
CORN,UNION,NC,37179,134.8,124,-10.8
CORN,WASHINGTON,NC,37187,165.5,134.2,-31.3
CORN,WAYNE,NC,37191,138.3,153.1,14.8
CORN,WILSON,NC,37195,145.9,175.5,29.6
CORN,YADKIN,NC,37197,119.2,116.5,-2.7
CORN,OTHER (COMBINED) COUNTIES,NC,37998,935.3,82.7,-852.6
CORN,ADAMS,ND,38001,76.6,149.7,73.1
CORN,BARNES,ND,38003,128.9,167,38.1
CORN,BENSON,ND,38005,112.7,161.8,49.1
CORN,BILLINGS,ND,38007,86,128.1,42.1
CORN,BOTTINEAU,ND,38009,95.9,145.5,49.6
CORN,BURLEIGH,ND,38015,99.7,147,47.3
CORN,CASS,ND,38017,138.9,144.8,5.9
CORN,CAVALIER,ND,38019,104.5,129.4,24.9
CORN,DICKEY,ND,38021,150.6,145.8,-4.8
CORN,DUNN,ND,38025,89.5,120.7,31.2
CORN,EDDY,ND,38027,122.8,159.4,36.6
CORN,EMMONS,ND,38029,98.5,131.6,33.1
CORN,FOSTER,ND,38031,110.8,134.4,23.6
CORN,GRAND FORKS,ND,38035,126.1,131.6,5.5
CORN,HETTINGER,ND,38041,94.1,117.8,23.7
CORN,KIDDER,ND,38043,108.9,167.1,58.2
CORN,MCINTOSH,ND,38051,107.9,165.8,57.9
CORN,MCKENZIE,ND,38053,71.7,152.7,81
CORN,MCLEAN,ND,38055,118.4,158.4,40
CORN,MOUNTRAIL,ND,38061,104.5,97.8,-6.7
CORN,NELSON,ND,38063,104.1,125.9,21.8
CORN,PEMBINA,ND,38067,127.3,133,5.7
CORN,RAMSEY,ND,38071,111.2,117.3,6.1
CORN,RENVILLE,ND,38075,113.1,121.3,8.2
CORN,RICHLAND,ND,38077,135.2,133.4,-1.8
CORN,ROLETTE,ND,38079,97.8,137.2,39.4
CORN,SARGENT,ND,38081,148.4,129.1,-19.3
CORN,STUTSMAN,ND,38093,122.1,123.8,1.7
CORN,TOWNER,ND,38095,116,139,23
CORN,TRAILL,ND,38097,123.1,126.6,3.5
CORN,WALSH,ND,38099,118,131.1,13.1
CORN,WARD,ND,38101,111.1,78.9,-32.2
CORN,WILLIAMS,ND,38105,83.9,122.1,38.2
CORN,OTHER (COMBINED) COUNTIES,ND,38998,845.7,131.6,-714.1
CORN,ADAMS,OH,39001,143.3,118.1,-25.2
CORN,ALLEN,OH,39003,179.1,117.2,-61.9
CORN,ASHLAND,OH,39005,146.9,123.1,-23.8
CORN,ASHTABULA,OH,39007,149.7,140,-9.7
CORN,ATHENS,OH,39009,160.4,1068.3,907.9
CORN,AUGLAIZE,OH,39011,178.2,100.2,-78
CORN,BELMONT,OH,39013,130,113.8,-16.2
CORN,BROWN,OH,39015,171.3,132.1,-39.2
CORN,BUTLER,OH,39017,175.5,61,-114.5
CORN,CARROLL,OH,39019,123.2,119.2,-4
CORN,CHAMPAIGN,OH,39021,180.8,141.9,-38.9
CORN,CLARK,OH,39023,195,94.6,-100.4
CORN,CLERMONT,OH,39025,179.5,118.1,-61.4
CORN,CLINTON,OH,39027,200,123.8,-76.2
CORN,COLUMBIANA,OH,39029,163.3,114.2,-49.1
CORN,COSHOCTON,OH,39031,166.5,100,-66.5
CORN,CRAWFORD,OH,39033,183.4,150.5,-32.9
CORN,DARKE,OH,39037,183.8,113.8,-70
CORN,DEFIANCE,OH,39039,184,137.1,-46.9
CORN,DELAWARE,OH,39041,154.3,157.9,3.6
CORN,ERIE,OH,39043,159.3,148.2,-11.1
CORN,FAIRFIELD,OH,39045,178,122.5,-55.5
CORN,FAYETTE,OH,39047,185.4,130.4,-55
CORN,FRANKLIN,OH,39049,172.8,129.4,-43.4
CORN,FULTON,OH,39051,183.1,91.4,-91.7
CORN,GALLIA,OH,39053,145.8,148.1,2.3
CORN,GEAUGA,OH,39055,122.6,111.9,-10.7
CORN,GREENE,OH,39057,190.9,691.2,500.3
CORN,GUERNSEY,OH,39059,166.7,164.3,-2.4
CORN,HAMILTON,OH,39061,197.4,159.7,-37.7
CORN,HANCOCK,OH,39063,193.3,128.7,-64.6
CORN,HARDIN,OH,39065,167.9,198.9,31
CORN,HARRISON,OH,39067,151.4,155.4,4
CORN,HENRY,OH,39069,190.9,168.9,-22
CORN,HIGHLAND,OH,39071,177.8,129.6,-48.2
CORN,HOCKING,OH,39073,169.7,177.7,8
CORN,HOLMES,OH,39075,154.3,177.5,23.2
CORN,HURON,OH,39077,155,179.6,24.6
CORN,JACKSON,OH,39079,137.5,91.9,-45.6
CORN,JEFFERSON,OH,39081,152.9,100,-52.9
CORN,KNOX,OH,39083,156.2,190.6,34.4
CORN,LAWRENCE,OH,39087,134.5,117.3,-17.2
CORN,LICKING,OH,39089,153.6,103.2,-50.4
CORN,LOGAN,OH,39091,165.2,185.1,19.9
CORN,LORAIN,OH,39093,160.2,157.4,-2.8
CORN,LUCAS,OH,39095,179.9,191.8,11.9
CORN,MADISON,OH,39097,170.6,138.3,-32.3
CORN,MAHONING,OH,39099,149.2,106,-43.2
CORN,MARION,OH,39101,171.8,166.8,-5
CORN,MEDINA,OH,39103,157.6,125.7,-31.9
CORN,MEIGS,OH,39105,151.9,147.5,-4.4
CORN,MERCER,OH,39107,193.8,184.5,-9.3
CORN,MIAMI,OH,39109,178.9,192.7,13.8
CORN,MONROE,OH,39111,146,161.9,15.9
CORN,MONTGOMERY,OH,39113,187.1,120.7,-66.4
CORN,MORGAN,OH,39115,160,177.9,17.9
CORN,MORROW,OH,39117,153.8,108.7,-45.1
CORN,MUSKINGUM,OH,39119,156.6,184.6,28
CORN,NOBLE,OH,39121,156.3,87.8,-68.5
CORN,OTTAWA,OH,39123,160.5,178.7,18.2
CORN,PAULDING,OH,39125,191.8,191.5,-0.3
CORN,PERRY,OH,39127,157.6,194.1,36.5
CORN,PICKAWAY,OH,39129,179.6,109,-70.6
CORN,PIKE,OH,39131,165.6,191.8,26.2
CORN,PORTAGE,OH,39133,152.3,167.2,14.9
CORN,PREBLE,OH,39135,186.3,160,-26.3
CORN,PUTNAM,OH,39137,196.2,124.7,-71.5
CORN,RICHLAND,OH,39139,167.9,176.3,8.4
CORN,ROSS,OH,39141,173.4,186.2,12.8
CORN,SANDUSKY,OH,39143,183.9,146.5,-37.4
CORN,SCIOTO,OH,39145,152.6,175.6,23
CORN,SENECA,OH,39147,168.4,78.8,-89.6
CORN,SHELBY,OH,39149,173.8,947.6,773.8
CORN,TRUMBULL,OH,39155,159.4,160,0.6
CORN,TUSCARAWAS,OH,39157,154.9,159,4.1
CORN,UNION,OH,39159,164,140,-24
CORN,VAN WERT,OH,39161,192.2,147,-45.2
CORN,VINTON,OH,39163,147.7,170,22.3
CORN,WARREN,OH,39165,184.7,181,-3.7
CORN,WASHINGTON,OH,39167,175.6,155,-20.6
CORN,WAYNE,OH,39169,165.1,170,4.9
CORN,WILLIAMS,OH,39171,171.7,157.5,-14.2
CORN,WOOD,OH,39173,182.2,195,12.8
CORN,WYANDOT,OH,39175,170.9,166,-4.9
CORN,OTHER (COMBINED) COUNTIES,OH,39998,134.4,155,20.6
CORN,ALFALFA,OK,40003,67.6,162,94.4
CORN,BLAINE,OK,40011,169.2,161.2,-8
CORN,CADDO,OK,40015,132.4,196.9,64.5
CORN,CHOCTAW,OK,40023,169.1,157,-12.1
CORN,CIMARRON,OK,40025,196.9,189.4,-7.5
CORN,CRAIG,OK,40035,138.4,168,29.6
CORN,DELAWARE,OK,40041,144.6,160,15.4
CORN,GARFIELD,OK,40047,100.8,170,69.2
CORN,GARVIN,OK,40049,96.8,145.5,48.7
CORN,GRADY,OK,40051,101.9,155,53.1
CORN,KAY,OK,40071,117.9,119.5,1.6
CORN,KINGFISHER,OK,40073,32.5,188.2,155.7
CORN,LEFLORE,OK,40079,133.3,146,12.7
CORN,MCCLAIN,OK,40087,103.7,163.5,59.8
CORN,MCCURTAIN,OK,40089,139.3,163.5,24.2
CORN,MAYES,OK,40097,126.6,160,33.4
CORN,MUSKOGEE,OK,40101,156.7,133.5,-23.2
CORN,NOBLE,OK,40103,90.2,167,76.8
CORN,NOWATA,OK,40105,120.7,158,37.3
CORN,OKLAHOMA,OK,40109,103.4,175,71.6
CORN,OKMULGEE,OK,40111,90.4,180,89.6
CORN,OTTAWA,OK,40115,155.2,170,14.8
CORN,POTTAWATOMIE,OK,40125,141.6,137,-4.6
CORN,SEQUOYAH,OK,40135,183.2,169,-14.2
CORN,TEXAS,OK,40139,168.7,174,5.3
CORN,OTHER (COMBINED) COUNTIES,OK,40998,1054.1,185,-869.1
CORN,ADAMS,PA,42001,155.5,177,21.5
CORN,ARMSTRONG,PA,42005,130,168,38
CORN,BEDFORD,PA,42009,143.9,194.2,50.3
CORN,BERKS,PA,42011,174.5,175,0.5
CORN,BLAIR,PA,42013,169.1,172.5,3.4
CORN,BUCKS,PA,42017,128,147,19
CORN,BUTLER,PA,42019,142.7,176,33.3
CORN,CENTRE,PA,42027,161,145,-16
CORN,CHESTER,PA,42029,197,179,-18
CORN,CLARION,PA,42031,130.4,167.5,37.1
CORN,CLEARFIELD,PA,42033,128.3,158,29.7
CORN,CLINTON,PA,42035,159.6,176.5,16.9
CORN,COLUMBIA,PA,42037,152.2,154.5,2.3
CORN,CRAWFORD,PA,42039,123.8,140,16.2
CORN,CUMBERLAND,PA,42041,150,176.1,26.1
CORN,ELK,PA,42047,138.3,158.2,19.9
CORN,ERIE,PA,42049,132.4,180,47.6
CORN,FAYETTE,PA,42051,123.8,142,18.2
CORN,FOREST,PA,42053,178.6,164,-14.6
CORN,FRANKLIN,PA,42055,152.1,196.8,44.7
CORN,FULTON,PA,42057,96.5,161,64.5
CORN,HUNTINGDON,PA,42061,153.1,621.8,468.7
CORN,INDIANA,PA,42063,135.7,90.7,-45
CORN,JUNIATA,PA,42067,124.7,68.5,-56.2
CORN,LACKAWANNA,PA,42069,165.6,67.7,-97.9
CORN,LANCASTER,PA,42071,196.7,56.4,-140.3
CORN,LAWRENCE,PA,42073,149,68.2,-80.8
CORN,LEBANON,PA,42075,191.7,95.5,-96.2
CORN,LEHIGH,PA,42077,162.4,64.4,-98
CORN,LYCOMING,PA,42081,144,88.8,-55.2
CORN,MCKEAN,PA,42083,143.3,95,-48.3
CORN,MERCER,PA,42085,128.8,62.3,-66.5
CORN,MIFFLIN,PA,42087,160,102.2,-57.8
CORN,MONTOUR,PA,42093,153.6,176.9,23.3
CORN,NORTHAMPTON,PA,42095,169.9,70.8,-99.1
CORN,PERRY,PA,42099,153.9,42.7,-111.2
CORN,POTTER,PA,42105,98.2,60.5,-37.7
CORN,SCHUYLKILL,PA,42107,155.7,71.9,-83.8
CORN,SNYDER,PA,42109,153.3,67.9,-85.4
CORN,SOMERSET,PA,42111,139.3,67.7,-71.6
CORN,SUSQUEHANNA,PA,42115,134.4,144.5,10.1
CORN,TIOGA,PA,42117,126.7,93.3,-33.4
CORN,UNION,PA,42119,167.9,111.8,-56.1
CORN,VENANGO,PA,42121,95.2,60.6,-34.6
CORN,WARREN,PA,42123,103.8,75.9,-27.9
CORN,WAYNE,PA,42127,150,157.1,7.1
CORN,WESTMORELAND,PA,42129,148.6,65,-83.6
CORN,WYOMING,PA,42131,136,57.7,-78.3
CORN,YORK,PA,42133,163.6,139.7,-23.9
CORN,OTHER (COMBINED) COUNTIES,PA,42998,804.3,200.9,-603.4
CORN,AIKEN,SC,45003,81.3,70,-11.3
CORN,ALLENDALE,SC,45005,103.5,89.1,-14.4
CORN,ANDERSON,SC,45007,92.5,62,-30.5
CORN,BAMBERG,SC,45009,168.7,65.1,-103.6
CORN,BARNWELL,SC,45011,136.3,178.9,42.6
CORN,BERKELEY,SC,45015,96.4,87.8,-8.6
CORN,CALHOUN,SC,45017,132.5,63.1,-69.4
CORN,CHARLESTON,SC,45019,108,62,-46
CORN,CHESTERFIELD,SC,45025,106.3,73.8,-32.5
CORN,CLARENDON,SC,45027,118.9,76.9,-42
CORN,COLLETON,SC,45029,101.5,70.3,-31.2
CORN,DARLINGTON,SC,45031,107,62.8,-44.2
CORN,DILLON,SC,45033,97.5,90.7,-6.8
CORN,DORCHESTER,SC,45035,108.8,100,-8.8
CORN,FLORENCE,SC,45041,95.8,61.8,-34
CORN,GEORGETOWN,SC,45043,71.3,192.9,121.6
CORN,HAMPTON,SC,45049,143.8,65.8,-78
CORN,HORRY,SC,45051,123,170.9,47.9
CORN,KERSHAW,SC,45055,182.5,117,-65.5
CORN,LEE,SC,45061,126.5,70.1,-56.4
CORN,MARION,SC,45067,96.7,179.1,82.4
CORN,MARLBORO,SC,45069,105.2,128.1,22.9
CORN,NEWBERRY,SC,45071,89.1,60.1,-29
CORN,OCONEE,SC,45073,95.2,119,23.8
CORN,ORANGEBURG,SC,45075,138.2,92.2,-46
CORN,SALUDA,SC,45081,69,94.1,25.1
CORN,SPARTANBURG,SC,45083,141.9,63.5,-78.4
CORN,SUMTER,SC,45085,136.7,78.5,-58.2
CORN,WILLIAMSBURG,SC,45089,61.7,110.4,48.7
CORN,OTHER (COMBINED) COUNTIES,SC,45998,590.7,883.2,292.5
CORN,BEADLE,SD,46005,148,156.9,8.9
CORN,BON HOMME,SD,46009,169.4,148.3,-21.1
CORN,BROOKINGS,SD,46011,170.4,122.1,-48.3
CORN,BROWN,SD,46013,157.2,158.3,1.1
CORN,BRULE,SD,46015,135,142.4,7.4
CORN,BUFFALO,SD,46017,130.3,114.7,-15.6
CORN,CAMPBELL,SD,46021,117.6,146.4,28.8
CORN,CHARLES MIX,SD,46023,137.1,120.9,-16.2
CORN,CLARK,SD,46025,160.6,165.9,5.3
CORN,CLAY,SD,46027,187.5,145.2,-42.3
CORN,CORSON,SD,46031,93.9,135.8,41.9
CORN,CUSTER,SD,46033,95.7,145.3,49.6
CORN,DAY,SD,46037,147.7,114.9,-32.8
CORN,DOUGLAS,SD,46043,116.6,159.4,42.8
CORN,EDMUNDS,SD,46045,135.5,144.4,8.9
CORN,FALL RIVER,SD,46047,130,138.2,8.2
CORN,FAULK,SD,46049,145.2,133.6,-11.6
CORN,GRANT,SD,46051,159.7,124.8,-34.9
CORN,GREGORY,SD,46053,112.8,152.3,39.5
CORN,HAAKON,SD,46055,95.7,153.6,57.9
CORN,HAMLIN,SD,46057,165.7,132.9,-32.8
CORN,HAND,SD,46059,140.2,147.1,6.9
CORN,HANSON,SD,46061,148,135.3,-12.7
CORN,HARDING,SD,46063,53.6,166.2,112.6
CORN,HUGHES,SD,46065,119.6,140.7,21.1
CORN,HUTCHINSON,SD,46067,167.8,147.5,-20.3
CORN,JERAULD,SD,46073,118.1,133.2,15.1
CORN,JONES,SD,46075,88.2,99.4,11.2
CORN,KINGSBURY,SD,46077,171.9,152.6,-19.3
CORN,LAKE,SD,46079,170.9,132.6,-38.3
CORN,LINCOLN,SD,46083,165.1,135.3,-29.8
CORN,LYMAN,SD,46085,96.7,141.1,44.4
CORN,MCCOOK,SD,46087,160.9,152.7,-8.2
CORN,MCPHERSON,SD,46089,121.9,150.9,29
CORN,MARSHALL,SD,46091,152.8,159.6,6.8
CORN,MELLETTE,SD,46095,76.8,138.7,61.9
CORN,MINER,SD,46097,156.5,134,-22.5
CORN,MINNEHAHA,SD,46099,166.2,111.4,-54.8
CORN,MOODY,SD,46101,164.1,148.6,-15.5
CORN,PERKINS,SD,46105,93.9,134.3,40.4
CORN,POTTER,SD,46107,127.2,163.7,36.5
CORN,ROBERTS,SD,46109,149.4,151.7,2.3
CORN,SPINK,SD,46115,156.2,158,1.8
CORN,SULLY,SD,46119,120.9,935,814.1
CORN,TODD,SD,46121,110.3,270.2,159.9
CORN,TRIPP,SD,46123,101.3,218.5,117.2
CORN,TURNER,SD,46125,174.6,341.4,166.8
CORN,UNION,SD,46127,177.2,161.7,-15.5
CORN,WALWORTH,SD,46129,132.7,169.5,36.8
CORN,YANKTON,SD,46135,182,127.9,-54.1
CORN,ZIEBACH,SD,46137,83.6,158.8,75.2
CORN,OTHER (COMBINED) COUNTIES,SD,46998,677.9,146.6,-531.3
CORN,BEDFORD,TN,47003,154.4,112.3,-42.1
CORN,BENTON,TN,47005,165.6,185.7,20.1
CORN,BLEDSOE,TN,47007,120.8,166.2,45.4
CORN,BLOUNT,TN,47009,153.8,188.9,35.1
CORN,BRADLEY,TN,47011,160.9,191.6,30.7
CORN,CANNON,TN,47015,189.8,173.7,-16.1
CORN,CARROLL,TN,47017,176.8,159.2,-17.6
CORN,CHEATHAM,TN,47021,145.3,183.8,38.5
CORN,COCKE,TN,47029,139,202.7,63.7
CORN,COFFEE,TN,47031,185.4,168.2,-17.2
CORN,CROCKETT,TN,47033,165.6,190.4,24.8
CORN,CUMBERLAND,TN,47035,147.5,151.1,3.6
CORN,DICKSON,TN,47043,144.5,158.8,14.3
CORN,DYER,TN,47045,176.8,170,-6.8
CORN,FAYETTE,TN,47047,174.6,197.3,22.7
CORN,FENTRESS,TN,47049,148.6,118.2,-30.4
CORN,FRANKLIN,TN,47051,191.7,135.8,-55.9
CORN,GIBSON,TN,47053,175.8,177.8,2
CORN,GILES,TN,47055,171.5,150.4,-21.1
CORN,GREENE,TN,47059,146.1,135.2,-10.9
CORN,HARDEMAN,TN,47069,164,149.6,-14.4
CORN,HAWKINS,TN,47073,147,143.9,-3.1
CORN,HAYWOOD,TN,47075,193.6,174.7,-18.9
CORN,HENDERSON,TN,47077,163,173.3,10.3
CORN,HENRY,TN,47079,170.5,189.2,18.7
CORN,HUMPHREYS,TN,47085,161.7,164,2.3
CORN,LAUDERDALE,TN,47097,163.5,168.1,4.6
CORN,LAWRENCE,TN,47099,189.1,172.8,-16.3
CORN,LINCOLN,TN,47103,178.8,164.9,-13.9
CORN,MCMINN,TN,47107,179,184.2,5.2
CORN,MACON,TN,47111,127.6,143.7,16.1
CORN,MADISON,TN,47113,185.8,162.9,-22.9
CORN,MARION,TN,47115,194.2,172.8,-21.4
CORN,MARSHALL,TN,47117,161.2,127.8,-33.4
CORN,MAURY,TN,47119,168.5,153.4,-15.1
CORN,MEIGS,TN,47121,167.7,156.4,-11.3
CORN,MONROE,TN,47123,180,156.7,-23.3
CORN,OBION,TN,47131,177.9,164.7,-13.2
CORN,OVERTON,TN,47133,155.9,194.1,38.2
CORN,PERRY,TN,47135,108.8,170.6,61.8
CORN,POLK,TN,47139,126,165.9,39.9
CORN,ROBERTSON,TN,47147,125.1,182,56.9
CORN,RUTHERFORD,TN,47149,170.6,156.8,-13.8
CORN,SMITH,TN,47159,194.2,163.4,-30.8
CORN,STEWART,TN,47161,114,160.4,46.4
CORN,SULLIVAN,TN,47163,157.4,155.7,-1.7
CORN,SUMNER,TN,47165,147.4,1068,920.6
CORN,TIPTON,TN,47167,161.9,8050,7888.1
CORN,TROUSDALE,TN,47169,163.3,7350,7186.7
CORN,VAN BUREN,TN,47175,154.7,7740,7585.3
CORN,WASHINGTON,TN,47179,153.7,7610,7456.3
CORN,WAYNE,TN,47181,150,7500,7350
CORN,WEAKLEY,TN,47183,162.5,7300,7137.5
CORN,WHITE,TN,47185,152.9,7250,7097.1
CORN,WILLIAMSON,TN,47187,163.2,7530,7366.8
CORN,OTHER (COMBINED) COUNTIES,TN,47998,941.5,7370,6428.5
CORN,ARMSTRONG,TX,48011,177.9,7000,6822.1
CORN,ATASCOSA,TX,48013,87.7,7330,7242.3
CORN,AUSTIN,TX,48015,105.6,7140,7034.4
CORN,BAILEY,TX,48017,150.5,7600,7449.5
CORN,BASTROP,TX,48021,86.6,8080,7993.4
CORN,BEE,TX,48025,55.6,8340,8284.4
CORN,BELL,TX,48027,113.2,7500,7386.8
CORN,BEXAR,TX,48029,69.9,7830,7760.1
CORN,CALDWELL,TX,48055,91.1,7190,7098.9
CORN,CALHOUN,TX,48057,77.8,8030,7952.2
CORN,CAMERON,TX,48061,112.9,7710,7597.1
CORN,CASTRO,TX,48069,218.1,7430,7211.9
CORN,COCHRAN,TX,48079,120,15130,15010
CORN,COLLIN,TX,48085,120.8,8660,8539.2
CORN,COLORADO,TX,48089,115.9,8840,8724.1
CORN,COOKE,TX,48097,75,7960,7885
CORN,CORYELL,TX,48099,101.7,8740,8638.3
CORN,CROSBY,TX,48107,145.5,8040,7894.5
CORN,DALLAM,TX,48111,223.7,17210,16986.3
CORN,DEAF SMITH,TX,48117,209.3,7070,6860.7
CORN,DENTON,TX,48121,78.3,6510,6431.7
CORN,DE WITT,TX,48123,81.8,6930,6848.2
CORN,ELLIS,TX,48139,107.7,7670,7562.3
CORN,FALLS,TX,48145,118,7080,6962
CORN,FANNIN,TX,48147,118.5,7030,6911.5
CORN,FAYETTE,TX,48149,110,6150,6040
CORN,FLOYD,TX,48153,165.7,7080,6914.3
CORN,FORT BEND,TX,48157,127.7,8180,8052.3
CORN,FRIO,TX,48163,151.3,7060,6908.7
CORN,GOLIAD,TX,48175,89.7,29610,29520.3
CORN,GRAY,TX,48179,212.1,7420,7207.9
CORN,GRAYSON,TX,48181,98.7,6910,6811.3
CORN,GUADALUPE,TX,48187,54.7,7790,7735.3
CORN,HALE,TX,48189,184.4,6810,6625.6
CORN,HANSFORD,TX,48195,212.7,7300,7087.3
CORN,HAYS,TX,48209,81.9,7310,7228.1
CORN,HIDALGO,TX,48215,84.9,7850,7765.1
CORN,HILL,TX,48217,113,7350,7237
CORN,HOCKLEY,TX,48219,130.5,7490,7359.5
CORN,HUNT,TX,48231,116.9,6210,6093.1
CORN,HUTCHINSON,TX,48233,197.3,5340,5142.7
CORN,JACKSON,TX,48239,102.8,8340,8237.2
CORN,JIM WELLS,TX,48249,38.8,10000,9961.2
CORN,JOHNSON,TX,48251,68.9,6030,5961.1
CORN,LAMAR,TX,48277,112.8,9450,9337.2
CORN,LAMB,TX,48279,177,17260,17083
CORN,LAVACA,TX,48285,78.9,46.6,-32.3
CORN,LEE,TX,48287,94.2,40.3,-53.9
CORN,LIMESTONE,TX,48293,81,46.4,-34.6
CORN,LIVE OAK,TX,48297,54.8,37.1,-17.7
CORN,MCLENNAN,TX,48309,106.2,45.7,-60.5
CORN,MATAGORDA,TX,48321,107.4,43.1,-64.3
CORN,MEDINA,TX,48325,103.6,51.2,-52.4
CORN,MILAM,TX,48331,118.8,43.9,-74.9
CORN,MOORE,TX,48341,218.5,27.1,-191.4
CORN,NAVARRO,TX,48349,119.8,38.5,-81.3
CORN,NUECES,TX,48355,56.6,29.2,-27.4
CORN,OCHILTREE,TX,48357,210.1,40,-170.1
CORN,PARMER,TX,48369,212.4,36.3,-176.1
CORN,RANDALL,TX,48381,201.1,40.4,-160.7
CORN,ROBERTSON,TX,48395,154.8,44.4,-110.4
CORN,SAN PATRICIO,TX,48409,81.7,39.2,-42.5
CORN,SHERMAN,TX,48421,212.3,37.1,-175.2
CORN,SWISHER,TX,48437,181.9,38.5,-143.4
CORN,TRAVIS,TX,48453,71.3,44.1,-27.2
CORN,VICTORIA,TX,48469,102.6,39.2,-63.4
CORN,WALLER,TX,48473,123.4,47.6,-75.8
CORN,WHARTON,TX,48481,120.1,39.6,-80.5
CORN,WILLIAMSON,TX,48491,99.9,236.8,136.9
CORN,WILSON,TX,48493,105.5,60.4,-45.1
CORN,ZAVALA,TX,48507,109.3,55.9,-53.4
CORN,OTHER (COMBINED) COUNTIES,TX,48998,1514.8,52.8,-1462
CORN,ACCOMACK,VA,51001,175,51.3,-123.7
CORN,AMELIA,VA,51007,126.7,37.6,-89.1
CORN,AUGUSTA,VA,51015,146.4,50.5,-95.9
CORN,BEDFORD,VA,51019,132.5,53.5,-79
CORN,BLAND,VA,51021,121.7,60.4,-61.3
CORN,BOTETOURT,VA,51023,166.7,57.6,-109.1
CORN,BUCKINGHAM,VA,51029,109.4,43.3,-66.1
CORN,CAROLINE,VA,51033,114.8,42.1,-72.7
CORN,CHARLES CITY,VA,51036,157.3,40.5,-116.8
CORN,CHESTERFIELD,VA,51041,141,57,-84
CORN,CLARKE,VA,51043,154.7,41,-113.7
CORN,CULPEPER,VA,51047,183.3,45,-138.3
CORN,CUMBERLAND,VA,51049,113.8,56.1,-57.7
CORN,ESSEX,VA,51057,127.2,51.1,-76.1
